,NOC,Year,Medal
129078,FIN,1924,
129079,FIN,1924,
129080,FIN,1928,
129081,FIN,1928,
129082,FIN,1928,
129083,FIN,1928,
129084,FIN,1928,
129085,FIN,1928,
129086,FIN,1928,
129087,IND,1996,
129088,IND,2000,
129089,BEL,1948,
129090,JPN,2008,
129091,BUL,1980,
129092,HUN,1960,
129093,HUN,1960,
129094,GER,1936,
129095,GER,1936,
129096,GER,1936,
129097,GER,1936,
129098,GER,1936,
129099,GER,1936,
129100,GER,1936,
129101,GER,1936,
129102,HUN,1928,
129103,HUN,1928,
129104,HUN,1928,
129105,HUN,1928,
129106,HUN,1928,
129107,HUN,1928,
129108,HUN,1928,
129109,TCH,1936,
129110,TCH,1936,
129111,USA,1928,
129114,AUT,2016,
129115,FIN,1936,
129116,NED,1952,
129117,BRA,1976,
129118,BRA,1980,
129119,HUN,1996,
129121,AUT,1936,
129122,AUT,1952,
129123,AUT,1936,Silver
129124,GER,2000,
129125,GER,2004,Bronze
129126,FRA,1952,
129127,AUT,1952,
129128,TCH,1936,
129129,TCH,1936,
129130,TCH,1936,
129131,SUI,1968,
129132,GDR,1980,Silver
129133,GDR,1988,Gold
129134,NED,1996,
129135,SUI,1936,
129149,SUI,1992,
129150,SUI,1948,
129151,BHU,2016,
129152,FRG,1984,
129153,GDR,1980,
129154,GDR,1988,Bronze
129155,GDR,1988,
129156,GER,2000,
129157,BRA,2016,Gold
129158,NED,1924,
129159,NED,1924,
129160,NED,1928,
129161,NED,1928,
129162,NED,1936,
129163,GDR,1976,Silver
129164,POL,1960,
129175,GER,1956,
129176,GER,1956,
129195,GER,2000,
129196,GER,2000,
129197,GER,2004,
129198,GER,2004,
129205,FRG,1984,
129206,FRG,1988,
129207,TCH,1980,Gold
129208,TPE,2008,
129209,TPE,2008,
129210,TPE,2012,
129211,TPE,2012,
129212,TPE,2004,
129213,TPE,2012,
129214,TPE,2016,Bronze
129216,TPE,1996,
129217,TPE,2008,
129218,TPE,2000,Bronze
129219,TPE,1992,Silver
129220,FIN,1928,
129224,FIN,2016,
129227,USA,1976,Gold
129228,LTU,1996,
129229,LTU,1996,
129230,POL,1972,
129238,GER,1960,Bronze
129239,GER,1964,
129240,USA,2004,
129241,USA,2004,Silver
129242,USA,2004,
129243,USA,2004,
129244,USA,2004,Bronze
129245,USA,2004,
129246,GER,1906,
129247,GER,1906,
129248,GER,1906,Bronze
129249,GER,1906,
129250,GER,2000,Silver
129251,GER,2000,
129252,GER,2008,
129253,GER,2008,
129254,GER,1964,
129255,AUT,1980,
129256,POL,1992,
129257,POL,1992,
129258,POL,1992,
129259,TCH,1968,
129260,BEL,1976,
129261,BEL,1980,
129262,BEL,1984,
129263,FRG,1972,
129264,EST,2016,
129265,GER,1956,
129266,GER,1956,Silver
129267,GER,1928,
129268,GER,1932,
129269,GER,1964,
129270,GER,1964,Silver
129272,FRG,1972,
129273,RUS,2000,
129274,EUN,1992,
129275,URS,1980,Bronze
129276,JPN,1952,
129277,IRQ,1960,
129278,IRQ,1960,
129279,IRQ,1964,
129280,IRQ,1964,
129281,IRQ,1964,
129282,AUS,2004,
129286,RUS,2004,
129287,RUS,2012,Bronze
129288,JPN,1976,Silver
129289,TUR,1972,
129291,JPN,1992,
129292,JPN,1992,
129293,JPN,1992,
129294,JPN,1996,
129295,JPN,1996,
129296,JPN,1936,
129297,JPN,1976,
129298,JPN,1936,
129299,RUS,2004,Gold
129300,RUS,2008,
129301,RUS,2012,
129302,UZB,1996,
129303,UZB,2000,
129304,UZB,2008,
129305,UZB,2012,
129306,TJK,2016,
129307,UZB,2016,
129308,TKM,1996,
129309,TKM,2004,
129310,UZB,2008,
129311,UZB,2016,
129312,YUG,1968,
129313,YUG,1968,
129314,RUS,2016,
129315,GDR,1972,Bronze
129316,GDR,1976,Gold
129317,FRG,1976,
129318,FRG,1976,
129319,FRG,1976,
129320,FRG,1976,
129321,FRG,1976,
129322,FRG,1976,
129323,UZB,2016,
129324,URS,1952,
129325,UKR,2000,
129326,UKR,2000,
129327,POL,1960,
129328,POL,1960,
129329,POL,1972,
129330,POL,1976,
129331,POL,1980,
129332,URS,1964,
129333,ROU,1960,
129334,ROU,1960,
129335,POL,2012,
129336,POL,2016,
129339,URS,1956,Bronze
129340,URS,1960,Silver
129341,URS,1964,Silver
129342,URS,1968,Gold
129343,CRO,1996,
129344,CRO,1992,
129345,CRO,1996,
129346,CRO,2000,
129347,CRO,2004,
129348,FRG,1972,
129356,MDA,2000,
129360,SVK,2004,
129361,SVK,2004,
129362,JPN,1964,
129363,JPN,2016,
129364,JPN,1988,
129365,JPN,1988,
129366,JPN,2004,
129367,JPN,2008,
129368,JPN,2016,
129369,JPN,1996,
129370,JPN,1996,
129371,JPN,1996,
129372,JPN,1996,
129373,JPN,1996,
129374,JPN,1996,
129375,JPN,1996,
129376,JPN,1996,
129377,FIN,1948,
129382,JPN,1996,
129383,JPN,1996,
129384,JPN,1996,
129385,JPN,2000,
129386,JPN,2000,
129387,JPN,1992,
129393,GER,2012,
129394,GER,2016,
129395,TCH,1924,
129396,TCH,1968,
129397,TCH,1968,
129398,TCH,1968,Gold
129399,TCH,1988,
129400,TCH,1988,
129401,TCH,1992,
129402,TCH,1992,
129403,CZE,1996,
129404,FIN,1996,
129407,CZE,2004,Bronze
129408,CZE,2004,
129409,CZE,2008,Gold
129410,CZE,2008,Silver
129411,CZE,2012,
129412,CZE,2012,
129413,DEN,1932,Silver
129414,DEN,1948,
129415,USA,1948,Gold
129416,USA,1952,Gold
129417,GBR,2016,
129418,URS,1988,Gold
129419,EUN,1992,Gold
129420,BLR,1996,
129421,BLR,2004,
129422,BLR,2004,
129423,SUI,1936,
129424,SUI,1948,
129425,SUI,1952,
129426,SUI,1968,Bronze
129427,SUI,1968,
129428,SUI,1972,Silver
129429,SUI,1972,
129430,TUR,2016,
129431,INA,2008,
129432,KGZ,1996,
129433,URS,1988,
129434,BLR,1996,
129435,JPN,2004,Bronze
129436,JPN,2008,
129437,JPN,2008,
129438,JPN,2008,
129439,JPN,2008,
129440,JPN,1976,
129445,JPN,1984,
129446,JPN,1988,
129456,JPN,2016,
129457,JPN,2016,
129458,JPN,1992,
129459,JPN,2000,
129461,UGA,2016,
129462,JPN,1964,
129463,JPN,2012,
129464,JPN,1996,Silver
129465,JPN,1996,
129466,JPN,1996,
129471,GBR,1984,
129472,NED,1972,
129473,AUT,1912,
129474,POL,1988,
129475,POL,1988,
129476,POL,1992,Silver
129477,POL,1992,
129478,GDR,1976,
129479,GDR,1976,Silver
129480,GDR,1980,
129481,USA,2000,
129482,USA,2000,
129483,USA,1956,
129484,USA,1960,
129487,GER,1956,Silver
129488,GER,2008,
129489,GER,1928,
129490,USA,1988,
129491,USA,1988,Silver
129492,USA,1992,
129493,USA,1992,
129494,USA,1996,
129495,USA,1996,Silver
129496,SUI,2004,
129497,SUI,2008,
129498,SUI,2012,
129499,GER,1936,
129500,GDR,1976,Gold
129501,GDR,1972,
129502,HUN,1932,
129503,HUN,2008,
129504,HUN,2012,
129506,HUN,2004,
129507,HUN,2004,
129508,URS,1988,Gold
129509,LTU,1992,Bronze
129510,LTU,1996,Bronze
129511,YUG,1948,
129512,YUG,1952,Silver
129513,HUN,1996,
129514,HUN,2000,
129516,NOR,2012,Gold
129517,NOR,2016,Bronze
129521,GER,1900,
129522,USA,1932,Bronze
129523,USA,1936,
129524,GER,1992,Gold
129525,USA,1948,
129526,KAZ,1996,
129527,KAZ,2000,
129528,KAZ,2004,
129529,SRI,2016,
129530,HUN,1924,
129531,HUN,1924,
129532,HUN,1924,
129533,HUN,1924,
129534,FIJ,1984,
129535,FIJ,1988,
129536,URS,1976,Gold
129537,URS,1960,Gold
129538,URS,1972,Gold
129539,POL,1936,
129540,GER,1912,
129542,POL,1964,
129543,GER,2000,
129544,GER,2004,Gold
129545,BLR,1996,
129546,CRO,2008,
129547,POL,2016,
129548,TCH,1936,
129552,JPN,2000,Bronze
129553,JPN,2004,
129555,JPN,1936,
129556,JPN,1936,
129557,GER,1992,
129558,FRG,1972,
129559,FRG,1972,
129560,FRG,1972,
129561,FRG,1976,
129562,FRG,1976,
129563,FRG,1976,Bronze
129564,GER,2012,Gold
129565,GER,1936,Bronze
129566,BUL,2008,
129567,RUS,2000,
129568,RUS,2000,
129569,RUS,2004,
129570,RUS,2004,
129571,RUS,2008,
129572,UKR,2008,
129573,UKR,2012,
129574,KAZ,2000,
129575,JPN,2016,
129576,RUS,2000,
129577,RUS,1912,
129581,ISR,1956,
129582,ISR,1960,
129583,URS,1976,Silver
129584,URS,1976,Gold
129585,URS,1980,Silver
129586,UKR,2012,
129587,URS,1976,
129588,GHA,1968,
129589,YUG,1980,
129590,CAN,2004,
129591,POL,1956,
129592,POL,1956,
129593,POL,1956,
129594,POL,1960,
129603,RUS,1912,
129604,RUS,1912,
129605,RUS,1912,
129606,RUS,1912,
129607,RUS,1912,
129608,RUS,1912,
129609,YUG,1988,
129610,USA,1964,
129611,USA,1964,
129612,USA,1968,
129613,USA,1968,
129614,USA,1972,
129615,USA,1972,Silver
129616,EST,1924,
129617,EST,1928,Bronze
129618,POL,1932,Gold
129619,GER,2008,
129620,SUI,1952,
129622,BRA,1988,
129623,BRA,1996,
129624,GER,2016,
129625,FRG,1972,
129626,FRG,1972,
129627,FRG,1976,
129628,NED,1976,
129629,BLR,2008,
129630,JPN,2004,
129631,JPN,2004,
129632,JPN,2008,
129633,INA,2012,
129634,INA,1992,
129635,JPN,1968,
129642,CRO,2008,
129643,UGA,2008,
129644,UGA,2012,
129645,POL,2000,
129646,POL,1956,
129647,POL,1956,Silver
129648,POL,1960,Silver
129649,POL,1996,Gold
129650,POL,2000,
129651,POL,2004,Bronze
129652,POL,2008,
129653,POL,2012,
129654,HUN,2008,
129655,COD,1992,
129656,HUN,1936,Gold
129657,HUN,1936,
129658,URS,1956,
129659,URS,1960,
129660,TCH,1948,
129662,HUN,1936,
129663,HUN,2000,
129664,TCH,1980,
129665,ISR,1996,
129666,ISR,1996,
129667,SVK,2008,
129675,TCH,1960,
129676,TCH,1960,
129677,URS,1956,Gold
129678,URS,1956,Gold
129679,GER,2004,Bronze
129680,GER,2004,Bronze
129681,GER,2008,
129682,GER,2008,
129683,URU,2004,
129684,URU,2004,
129685,URU,2008,
129686,URU,2008,
129687,URU,2000,
129688,URU,2000,
129689,URU,2004,
129690,URU,1976,
129691,AUT,1936,Gold
129692,EUN,1992,Gold
129693,GER,1996,
129694,USA,1968,
129695,GDR,1968,
129696,GDR,1968,
129697,URS,1980,Silver
129701,BUL,1980,
129702,KAZ,2008,
129703,IND,1988,
129704,IND,1988,
129713,AUT,1992,
129714,AUT,1960,
129715,AUT,1960,
129716,AUT,1964,
129717,AUT,1992,
129728,HUN,2000,
129729,HUN,2008,
129730,LBR,2012,
129731,RSA,2016,
129732,EUN,1992,
129733,RUS,2000,Bronze
129734,FIN,1976,
129735,FIN,1980,
129742,EST,1936,
129743,FIN,1952,
129745,RUS,1912,Bronze
129746,FIN,1948,
129747,EST,1992,
129752,EST,2016,
129758,UKR,2004,
129759,UKR,2004,
129760,UKR,2004,
129761,UKR,2004,
129762,UKR,2004,
129763,UKR,2004,
129764,UKR,2004,
129765,YUG,1968,
129766,YUG,1968,
129767,KAZ,2004,
129768,KAZ,2008,
129770,JPN,1968,
129771,JPN,1968,Bronze
129772,JPN,2016,
129773,JPN,1996,Silver
129774,NEP,1988,
129775,NEP,1988,
129776,NEP,1988,
129777,JPN,1976,
129778,JPN,1968,
129779,JPN,1972,
129780,JPN,1984,
129781,JPN,1984,
129782,JPN,2016,
129783,URS,1952,
129784,URS,1952,
129785,URS,1956,
129786,URS,1956,
129787,NED,1928,
129788,NED,1928,
129789,NED,1928,
129790,SVK,2000,
129791,RUS,2000,Gold
129793,RUS,2000,Silver
129794,RUS,2004,Gold
129795,RUS,2008,Gold
129796,BLR,2000,
129797,POL,2004,
129802,UKR,2008,
129807,URS,1968,
129808,URS,1968,
129809,RUS,2008,Bronze
129810,RUS,2012,
129811,RUS,2000,Bronze
129812,RUS,2000,
129813,RUS,2008,
129814,POL,1972,
129816,UZB,1996,
129820,HUN,1980,
129825,YUG,1984,Gold
129826,YUG,1988,Bronze
129832,RUS,1912,
129833,POL,2000,
129834,POL,1948,
129835,URS,1964,
129836,KGZ,2000,
129837,KGZ,2000,
129838,KGZ,2000,
129839,RUS,2008,
129840,RUS,2008,
129841,EST,2004,
129842,EST,2008,
129843,KAZ,2008,
129844,URS,1960,
129845,URS,1964,
129846,URS,1964,
129847,URS,1968,
129858,URS,1988,
129859,URS,1988,
129860,URS,1976,
129861,URS,1980,
129862,URS,1988,Gold
129863,LAT,1992,Silver
129864,LAT,1996,
129865,LAT,1996,
129866,LAT,2000,
129867,LAT,2004,
129868,LAT,2008,
129869,LAT,2012,
129870,LTU,2016,
129871,BLR,2012,
129875,URS,1988,
129876,URS,1988,
129877,URS,1988,Silver
129878,EUN,1992,
129879,RUS,2016,
129881,URS,1972,Gold
129882,URS,1956,Gold
129883,URS,1976,
129884,RUS,1996,
129885,URS,1952,
129886,URS,1952,
129887,URS,1952,
129888,URS,1956,Bronze
129889,URS,1956,Bronze
129890,RUS,2004,
129891,RUS,2004,
129892,RUS,2008,Bronze
129893,RUS,2012,
129894,RUS,2016,
129895,URS,1976,Gold
129896,KAZ,2000,
129897,EUN,1992,
129898,RUS,1996,Silver
129899,URS,1964,Bronze
129900,RUS,1912,
129901,RUS,1912,
129902,URS,1976,Bronze
129903,URS,1988,Gold
129904,URS,1952,
129905,URS,1956,Bronze
129906,URS,1960,Bronze
129907,URS,1964,
129908,URS,1980,Silver
129909,URS,1980,
129910,URS,1980,Silver
129911,URS,1972,Silver
129912,URS,1980,
129913,URS,1968,
129914,URS,1972,
129915,KAZ,2008,
129916,URS,1952,
129917,URS,1956,
129918,URS,1964,
129919,URS,1964,Bronze
129920,URS,1988,Gold
129921,RUS,2012,
129922,RUS,2012,Silver
129923,RUS,2016,
129924,RUS,2016,
129925,RUS,2016,Gold
129926,RUS,1996,
129927,RUS,2004,
129928,RUS,2004,
129929,RUS,2008,
129930,RUS,2008,
129931,RUS,2016,
129932,RUS,2016,
129933,KAZ,2000,
129934,KAZ,2004,
129935,UZB,2008,
129936,UZB,2008,
129937,URS,1960,
129938,URS,1964,
129939,RUS,1996,
129940,RUS,1996,Silver
129941,RUS,1996,
129942,RUS,1996,
129943,RUS,1996,
129944,BUL,2004,
129945,BUL,2004,
129946,BUL,2004,
129947,URS,1964,
129948,URS,1968,Silver
129949,URS,1972,
129950,URS,1972,
129952,UKR,2008,
129953,UKR,2012,
129954,BUL,1952,
129955,USA,1984,
129959,RUS,2012,
129960,RUS,2016,Bronze
129964,URS,1980,
129965,GEO,2004,
129966,GEO,2008,Gold
129967,TCH,1936,
129969,URS,1960,
129970,NOR,2008,
129971,NOR,2008,
129972,NOR,2008,
129982,NOR,1968,
129983,NOR,1996,
129984,NOR,2000,
129985,NOR,1976,
129986,NOR,1984,
129987,NOR,1996,
129988,NOR,1908,
129989,NOR,1908,
129990,NOR,1968,
129991,NOR,1968,
129992,NOR,1968,
129993,NOR,1968,
129994,NOR,1968,
129995,NOR,1968,
129996,NOR,1972,
129997,NOR,1972,
129998,NOR,1972,
129999,NOR,1972,
130000,NOR,1972,
130001,NOR,1972,
130002,NOR,1936,Bronze
130003,GUA,1996,
130004,ISL,1984,
130005,ISL,1988,
130006,UKR,2000,
130007,UKR,2000,
130008,UKR,2000,
130009,UKR,2004,
130010,UKR,2004,
130011,UKR,2004,
130012,UKR,2004,
130013,UKR,2004,
130014,UKR,2004,
130015,UKR,2008,
130016,UKR,2008,Bronze
130017,UKR,2012,
130018,UKR,2012,
130019,UKR,2016,
130020,URS,1988,
130023,TCH,1972,
130024,CRO,2008,
130025,CRO,2008,
130026,CRO,2016,
130027,KGZ,1996,
130028,KGZ,1996,
130029,KGZ,1996,
130030,KAZ,2000,
130031,KAZ,2000,
130032,URS,1964,Silver
130033,URS,1968,
130038,NOR,1988,
130039,BIH,1996,
130040,YUG,1988,Silver
130041,UKR,2012,
130042,UKR,2016,
130045,NOR,1984,
130046,SWE,1956,
130047,SWE,1956,
130048,SWE,1956,
130049,SWE,1960,
130050,SWE,1960,
130051,SWE,1960,
130052,CZE,2008,
130053,CZE,2012,
130054,CZE,2016,Bronze
130055,NOR,1996,
130056,BLR,1996,
130057,EUN,1992,
130058,EUN,1992,Bronze
130059,GEO,1996,
130060,GEO,2000,
130061,GEO,2000,
130062,USA,2008,
130063,USA,2012,
130064,USA,2012,
130065,UZB,2000,
130066,NOR,2012,
130067,KOR,1996,Silver
130068,KOR,1972,
130069,PRK,2004,
130070,KOR,2016,
130071,PRK,2000,
130072,GBR,2008,
130073,GBR,2008,
130074,SOL,2008,
130075,SOL,2012,
130076,QAT,2008,
130077,HKG,1984,
130078,HKG,1984,
130079,HKG,1976,
130082,THA,1952,
130083,ZIM,1996,
130091,ZIM,2008,
130092,USA,1952,
130093,USA,1952,
130094,USA,1956,
130095,USA,1956,
130096,USA,1960,
130097,USA,1960,
130099,POL,1936,Bronze
130114,CAN,1988,
130115,INA,1956,
130116,KEN,2016,
130117,POL,1968,
130118,POL,1960,
130119,POL,2012,
130120,POL,2016,
130121,POL,2016,
130122,GER,2004,
130123,GER,2004,
130124,GER,2004,
130125,GER,2004,
130126,GER,2004,
130127,GER,2004,
130128,GER,2004,
130129,GER,2004,
130130,POL,2004,
130131,POL,2004,
130132,POL,2004,
130133,POL,2008,
130134,POL,2008,
130135,POL,1992,
130136,POL,1992,
130137,POL,1964,
130138,POL,1968,
130139,POL,1972,Bronze
130140,POL,1976,Bronze
130141,POL,1980,
130142,AUT,1906,
130143,AUT,1906,
130144,AUT,1906,
130145,AUT,1912,
130146,NED,1992,
130147,POL,2008,
130148,POL,1996,
130149,BDI,1996,
130150,HKG,1976,
130151,HKG,1976,
130152,HKG,1952,
130153,TPE,1960,
130154,SGP,2000,
130155,HKG,1996,
130156,HKG,1996,
130157,HKG,1996,
130158,HKG,1996,
130159,HKG,2000,
130160,HKG,2000,
130161,HKG,2000,
130162,HKG,2000,
130163,TPE,1960,
130164,AUS,1992,
130165,KOR,2016,
130166,KOR,2016,
130167,KOR,1988,
130168,PRK,2008,
130169,PRK,2008,
130170,PRK,2012,
130171,KOR,2004,
130172,PRK,2016,
130173,HKG,1976,
130174,HKG,1976,
130175,CHN,1948,
130176,UGA,1996,
130177,UGA,1996,
130178,UGA,1988,
130179,UGA,1988,
130180,UGA,1988,
130181,UGA,1984,
130182,UGA,1988,
130183,UGA,1988,
130184,ARM,1996,
130185,NEP,2008,
130186,MYA,1964,
130187,MYA,1964,
130188,UGA,1984,
130189,SUI,1928,Gold
130190,SUI,1972,
130191,PRK,1996,Gold
130192,PRK,2000,Bronze
130193,PRK,2004,Silver
130194,PRK,2008,
130195,UGA,1984,
130196,UGA,1984,
130198,UKR,2012,
130200,CAN,1956,
130201,CAN,1956,
130202,CAN,1960,
130203,CAN,1960,
130204,GBR,1936,
130205,CAN,2012,Bronze
130206,IRL,1956,
130207,IRL,1956,
130208,IRL,1960,
130209,IRL,1960,
130210,IRL,1964,
130211,IRL,1964,
130212,IRL,2004,
130213,IRL,2004,
130214,IRL,2012,
130215,IRL,2012,
130216,IRL,2016,
130217,IRL,2016,
130218,FIN,2016,
130219,FIN,2016,
130224,FIN,1952,
130225,UKR,2016,
130226,USA,2012,Silver
130227,USA,2016,
130234,CZE,1996,
130235,CZE,1996,
130236,CZE,1996,
130237,CZE,1996,
130238,CZE,2004,
130239,RUS,1912,
130240,GBR,1972,Bronze
130241,TCH,1972,
130242,TCH,1972,
130243,TAN,1980,
130244,TAN,1980,
130245,TAN,1984,
130246,TAN,1984,
130247,BUL,1988,
130248,FIN,1952,
130249,FIN,1920,
130250,FIN,1924,
130253,GRE,1906,Silver
130254,GRE,1936,
130255,GRE,1948,
130256,GRE,1960,
130257,GRE,2008,
130258,GRE,2012,
130259,CYP,1996,
130260,CYP,1996,
130261,GRE,2012,
130262,GRE,1906,
130263,CYP,1984,
130264,FIN,1980,
130265,FIN,1984,
130266,FIN,1988,
130267,FIN,1988,
130268,FIN,1992,
130269,FIN,1996,
130270,FIN,2008,
130271,FIN,1912,
130272,FIN,1912,Silver
130273,FIN,1924,
130274,FIN,1932,
130275,GRE,1906,Bronze
130276,EUN,1992,
130277,EUN,1992,
130278,EUN,1992,Bronze
130279,UKR,1996,
130280,UKR,1996,
130281,TCH,1980,Silver
130282,URS,1980,Gold
130283,UKR,2012,
130284,TCH,1980,
130285,EUN,1992,
130286,UKR,1996,
130287,TCH,1988,
130288,UKR,2016,
130289,UKR,2016,
130290,UKR,2016,
130291,UKR,2016,
130292,GRE,1976,
130293,FIN,1988,
130294,MYA,2012,
130295,CAN,1996,
130296,FIN,1908,Bronze
130297,NZL,2000,
130298,ITA,1980,
130299,ITA,1984,
130300,FRA,1900,
130301,FRA,1900,
130302,DEN,1948,
130303,DEN,1948,
130304,NED,2016,
130305,CUB,2012,
130306,CUB,2016,Gold
130307,ITA,2000,
130308,ITA,2004,
130309,AUS,2000,Silver
130310,SWE,2004,
130311,GBR,1906,Silver
130312,RSA,1948,
130313,RSA,2004,
130314,RSA,2004,
130316,CUB,2008,Silver
130317,ITA,1960,Silver
130318,ITA,2004,
130319,ITA,2012,
130320,ITA,1992,
130321,ITA,1996,
130322,ITA,2016,
130323,ITA,1980,
130324,ITA,1984,
130325,ITA,1964,
130326,ITA,1964,
130327,ITA,1968,
130328,ITA,1968,
130329,FRA,2008,
130330,ITA,1952,
130331,ITA,2016,
130333,TUN,2000,
130334,TUN,2004,
130335,GDR,1972,
130340,FIN,1984,
130341,FIN,1988,
130342,FIN,1968,
130344,FIN,1968,
130345,FIN,1972,
130346,FIN,1960,
130347,FIN,1964,
130348,FIN,1972,
130350,FIN,1952,
130351,FIN,1952,
130352,FIN,1928,
130358,MAR,2004,
130359,MAR,2008,
130360,BEL,1920,Silver
130361,BEL,1928,
130362,BEL,1928,
130363,ALG,2016,
130364,NED,1908,
130365,EST,2016,
130366,FIN,1964,
130368,EST,1928,
130369,FIN,1984,
130370,EST,2016,
130371,FIN,1976,
130372,FIN,1972,Bronze
130373,FIN,1976,
130374,FIN,1980,
130375,FIN,1984,
130376,BEL,1988,
130377,BEL,1992,
130378,BEL,1996,
130379,BEL,1984,
130380,BEL,1988,
130381,BEL,1992,
130382,BEL,1996,
130383,SUI,1964,
130384,ESP,1972,
130385,MEX,1968,
130386,TCH,1980,
130387,TCH,1980,
130388,TCH,1980,
130389,TCH,1980,
130390,TCH,1980,
130391,TCH,1980,
130392,ISV,2004,
130393,ISV,2008,
130395,ARG,1988,
130396,MAR,2012,
130397,USA,1924,Gold
130398,ARG,2000,
130399,CHI,1948,
130400,FRA,1912,
130401,ARG,1992,
130402,ARG,1996,
130403,ARG,2000,
130404,FRA,1920,
130405,SVK,2016,
130407,FRA,1920,
130408,FRA,1920,Silver
130409,FRA,1924,Gold
130410,FRA,1924,Gold
130411,FRA,1928,Silver
130412,BRA,1996,
130413,RUS,2016,
130414,ARG,1976,
130415,ARG,1976,
130416,FRA,1900,
130417,CAN,2016,Bronze
130418,JAM,1952,
130419,PAN,1948,Bronze
130420,PAN,1948,Bronze
130421,FRA,2008,
130422,FRA,2012,
130423,BEL,1920,Silver
130424,FRA,1920,Silver
130425,SEY,2012,
130426,SEY,2016,
130427,TUN,1960,
130428,BOH,1912,
130429,BOH,1912,
130430,BOH,1912,
130431,ALG,1968,
130432,FRA,1908,
130436,FRA,1900,
130440,SEY,1984,
130441,CAN,2012,
130442,USA,1932,Silver
130443,FRA,2012,Silver
130444,CUB,2004,Bronze
130445,FRA,1984,
130446,FRA,1984,
130447,FRA,1984,
130448,FRA,1984,
130449,FRA,1984,
130450,FRA,1900,
130451,FRA,1952,
130452,FRA,1952,
130453,FRA,1960,
130454,FRA,1964,
130455,FRA,1964,
130458,NED,1908,
130459,NED,1908,
130460,NED,1908,
130461,NED,1928,
130462,NED,1928,
130463,NED,1928,
130464,CZE,2012,
130465,ESP,1928,
130466,FRA,1900,
130467,UKR,2012,
130468,NZL,2004,
130469,NZL,2004,
130470,NZL,2004,
130471,CUB,2004,Silver
130474,ARG,1992,
130475,ARG,1992,
130476,SEY,2000,
130477,SEY,2004,
130478,SEY,1984,
130479,FRA,2012,
130480,LTU,2008,
130481,FRA,1932,
130482,YUG,1948,
130483,RSA,1992,
130484,RSA,2004,
130485,RSA,2004,
130486,RSA,2004,
130487,RSA,2004,
130488,RSA,2004,
130489,KAZ,2016,
130490,MAR,2012,
130491,ESP,1988,
130495,FRA,1948,
130496,FRA,1988,
130497,FRA,1992,
130498,FRA,2004,
130501,ROU,2012,
130502,USA,2012,
130503,NCA,2016,
130504,AUS,2012,
130505,AUS,2016,
130506,AUS,2016,
130507,FRA,1976,
130508,FRA,1980,
130509,FRA,1948,
130510,URS,1964,
130511,URS,1964,
130516,CAN,1936,
130517,FRA,1936,
130526,BRA,1992,
130527,BRA,1992,
130528,USA,1996,Gold
130529,MAR,1988,
130530,AUS,1964,
130532,SUI,1924,Gold
130533,SUI,1924,Gold
130534,SUI,1948,
130537,FRA,2004,
130538,MAR,1960,
130539,MAR,1960,
130540,ALG,1988,
130541,FRA,2004,
130542,MAR,2016,
130543,BLR,2016,
130544,MAR,1972,
130545,MAR,1976,
130546,MAR,1984,
130547,AUT,1996,
130548,AUT,2000,
130549,AUT,2000,
130550,DEN,1936,
130551,DEN,1948,Silver
130552,DEN,1952,Bronze
130553,DEN,1956,
130554,FRA,1928,
130555,FRA,1936,
130556,AUS,2008,
130557,AUS,2008,
130558,SUI,2000,
130559,SUI,2004,
130560,SUI,2008,
130561,SUI,2000,
130562,SUI,2004,
130563,CZE,1996,
130564,TCH,1972,
130565,TCH,1976,Bronze
130566,TCH,1980,
130567,TCH,1992,
130568,URS,1964,
130569,URS,1968,
130570,LAT,2000,
130571,USA,1988,
130572,USA,1992,
130573,AUS,1992,
130574,AUS,1992,
130575,USA,1924,Gold
130576,USA,1924,Gold
130579,FIN,1992,
130580,FIN,1992,
130582,SVK,2012,
130583,SVK,2012,
130584,CRO,2004,Gold
130585,CRO,2008,
130586,CRO,2012,Bronze
130587,ROU,1976,
130589,FRA,1900,
130590,FRA,1992,
130591,FRA,1984,Gold
130592,FRA,1960,
130593,FRA,1960,
130594,FRA,1972,
130595,FRA,1924,
130596,FRA,1924,Bronze
130597,GER,1964,
130598,FRG,1968,
130599,FRG,1972,
130600,CAN,1948,
130601,FRA,2012,
130602,FRA,2012,
130603,FRA,2016,
130604,FRA,2016,
130605,FRA,2008,
130606,FRA,2012,
130607,FRA,2016,Silver
130609,FRA,1948,
130610,FRA,1952,
130611,FRA,1952,
130612,CAN,2008,
130613,CAN,2008,
130614,CAN,2008,
130615,CAN,2008,
130616,CAN,2012,
130617,CAN,2016,
130619,FRA,1928,
130620,FRA,1928,
130624,FRA,1948,
130625,FRA,1952,
130626,FRA,1924,
130633,ESP,2000,Silver
130634,PHI,2012,
130635,PHI,2016,
130636,ROU,1976,
130637,ROU,1996,
130638,ROU,1996,
130639,ROU,2004,
130640,ROU,2004,
130641,USA,2000,
130642,USA,1984,
130643,BOH,1908,
130644,BOH,1908,
130645,BOH,1908,
130646,BOH,1908,Bronze
130647,BOH,1906,
130648,BOH,1908,
130649,BOH,1908,
130650,BOH,1908,
130651,BOH,1908,Bronze
130652,FRA,2016,
130653,FRA,2004,
130654,FRA,2004,
130655,FRA,2008,
130656,FRA,2008,
130657,KSA,2012,
130658,ISR,1968,
130659,ISR,1972,
130660,HUN,1988,
130661,HUN,1988,
130662,HUN,1988,
130663,HUN,1988,
